timestamp,cycle_id,cycle_label,season_window,real_or_synthetic_flag,year,month,day_of_year,week_of_year,hour,season_label,days_from_cycle_start,stage_name,stage_index,hours_in_current_stage,days_in_current_stage,stage_duration_hours,stage_duration_days,stage_progress_pct,total_cycle_progress_pct,estimated_days_to_next_stage,estimated_hours_to_next_stage,is_stage_transition,indoor_temp,indoor_humidity,indoor_air_velocity,indoor_CO2,solarradiation,day_night_flag,vpd,dew_point,leaf_wetness_proxy,temperature_rolling_mean_24h,humidity_rolling_mean_24h,vpd_proxy,light_period_flag,cumulative_gdd_like_index,cycle_origin_type,prototype_cycle_id,augmentation_method,run_id,target_stage_24h,target_stage_index_24h,target_stage_progress_24h,target_stage_48h,target_stage_index_48h,target_stage_progress_48h,target_hours_to_next_stage,time_idx,abs_time_idx,split
2025-03-05 00:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,-0.8,-0.8060606,-0.7916667,-1.0,summer,0.0,seedling,-1.0,0.0,0.0,408,17,-0.99767905,0.0,17.0,408.0,False,-0.6293611,0.23900412,-0.8877848,0.5502668,-0.061699815,-1.0,-0.36455727,-0.7346466,0.0,-1.0595832,0.24998584,0.8976,-1.0,-0.99991906,original,3,original,growth_progression_20260308_202542,seedling,0.0,5.882,seedling,0.0,11.765,408.0,0,5928,train
2025-04-02 17:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,-0.6,-0.6363636,-0.625,0.47826087,summer,28.7083,early_vegetative,-0.6666667,281.0,11.7083,624,26,-0.080866486,24.537,14.2917,343.0,False,0.061411105,0.5800138,0.61292505,0.5502668,0.42417195,-1.0,-0.3937863,0.5477355,0.0,-0.0069125947,0.32761094,0.8683,0.0,-0.47668144,original,3,original,growth_progression_20260308_202542,early_vegetative,1.0,48.878,early_vegetative,1.0,52.724,343.0,689,6617,train
2025-05-01 11:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,-0.4,-0.46060607,-0.45833334,-0.04347826,summer,57.4583,flowering,0.0,59.0,2.4583,456,19,-0.7342522,49.11,16.5417,397.0,False,1.4944866,-0.2791211,-0.6444264,-0.6552312,1.6994632,0.0,0.9542178,1.8344089,0.0,0.35087696,0.22524731,2.2216,0.0,0.06396654,original,3,original,growth_progression_20260308_202542,flowering,3.0,18.202,flowering,3.0,23.465,397.0,1379,7307,train
2025-05-30 05:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,-0.4,-0.28484848,-0.29166666,-0.5652174,summer,86.2083,unripe,0.33333334,293.0,12.2083,792,33,-0.24449286,73.682,20.7917,499.0,False,-0.32258832,-0.086998336,0.36956668,-0.3786495,-0.061699815,0.0,-0.07556962,-0.5838139,0.0,-0.13337475,0.004065379,1.1877,-1.0,0.6015078,original,3,original,growth_progression_20260308_202542,unripe,4.0,40.025,unripe,4.0,43.056,499.0,2069,7997,train
2025-06-27 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,-0.2,-0.11515152,-0.125,1.0,southwest_monsoon,114.9583,ripe,0.6666667,191.0,7.9583,240,10,0.622562,98.255,2.0417,49.0,False,0.061411105,-0.4236213,0.85628337,0.5502668,-0.061699815,-1.0,0.3024507,-0.33235848,0.0,0.73364705,-0.9899714,1.5672,-1.0,1.1499664,original,3,original,growth_progression_20260308_202542,ripe,5.0,89.583,ripe,5.0,99.583,49.0,2759,8687,train
2025-07-01 00:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,0.0,-0.09090909,-0.083333336,-1.0,southwest_monsoon,0.0,seedling,-1.0,0.0,0.0,408,17,-0.99767905,0.0,17.0,408.0,False,-0.014962053,-0.47787812,0.61292505,0.5502668,-0.061699815,-1.0,0.30407915,-0.48865762,0.0,-0.21368244,-0.5158104,1.5689,-1.0,-0.99979067,original,4,original,growth_progression_20260308_202542,seedling,0.0,5.882,seedling,0.0,11.765,408.0,0,8760,val
2025-07-28 17:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,0.0,0.07272727,0.083333336,0.47826087,southwest_monsoon,27.7083,early_vegetative,-0.6666667,257.0,10.7083,576,24,-0.089295164,24.521,13.2917,319.0,False,0.5414104,-0.9784258,0.12620834,0.5502668,0.45670372,-1.0,0.9834421,-0.13556728,0.0,0.585588,-1.1894047,2.2509,0.0,-0.47254667,original,4,original,growth_progression_20260308_202542,early_vegetative,1.0,48.785,early_vegetative,1.0,52.951,319.0,665,9425,val
2025-08-25 11:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,0.2,0.24242425,0.25,-0.04347826,southwest_monsoon,55.4583,flowering,0.0,83.0,3.4583,384,16,-0.55761635,49.078,12.5417,301.0,False,1.7128679,-1.1156106,-0.6444264,-0.71546006,2.0829768,0.0,2.0287075,1.4117625,0.0,0.312177,-0.47574258,3.3003,0.0,0.04570222,original,4,original,growth_progression_20260308_202542,flowering,3.0,27.865,flowering,3.0,34.115,301.0,1331,10091,val
2025-09-22 05:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,0.4,0.4121212,0.41666666,-0.5652174,southwest_monsoon,83.2083,unripe,0.33333334,365.0,15.2083,720,30,0.034406938,73.636,14.7917,355.0,False,0.042211138,-0.7540105,0.61292505,-0.3786495,-0.061699815,0.0,0.5214339,-0.649411,0.0,0.17033003,-0.5512434,1.7871,-1.0,0.5648366,original,4,original,growth_progression_20260308_202542,unripe,4.0,54.028,unripe,4.0,57.361,355.0,1997,10757,val
2025-10-19 23:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,0.6,0.57575756,0.5416667,1.0,northeast_monsoon,110.9583,ripe,0.6666667,311.0,12.9583,360,15,0.7611263,98.193,2.0417,49.0,False,-0.82178754,1.3904024,-0.8877848,0.5502668,-0.061699815,-1.0,-1.027051,0.0010932845,1.0,-0.62748647,0.980955,0.2325,-1.0,1.0651278,original,4,original,growth_progression_20260308_202542,ripe,5.0,93.056,ripe,5.0,99.722,49.0,2663,11423,val
2026-07-01 00:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.0,-0.09090909,-0.083333336,-1.0,southwest_monsoon,0.0,seedling,-1.0,0.0,0.0,408,17,-0.99767905,0.0,17.0,408.0,False,-0.09977265,0.3172796,0.26965457,0.78725654,-0.061699815,-1.0,-0.24205871,-0.2380627,0.0,-0.33044317,0.33360413,1.0018,-1.0,-0.9998083,generated,1,season_warp,growth_progression_20260308_202542,seedling,0.0,5.882,seedling,0.0,11.765,408.0,0,17520,train
2026-07-27 11:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.0,0.06666667,0.083333336,-0.04347826,southwest_monsoon,26.4583,early_vegetative,-0.6666667,227.0,9.4583,504,21,-0.08070361,24.498,11.5417,277.0,False,0.6441878,-0.7230848,0.33522612,-0.024815999,0.42210054,-1.0,0.6349066,0.3258261,0.0,0.7641523,-0.7667784,2.1083,0.0,-0.50174373,generated,1,season_warp,growth_progression_20260308_202542,early_vegetative,1.0,49.802,early_vegetative,1.0,54.563,277.0,635,18155,train
2026-08-22 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.2,0.22424242,0.20833333,1.0,southwest_monsoon,52.9583,flowering,0.0,167.0,6.9583,432,18,-0.21065597,49.035,11.0417,265.0,False,0.8105172,-0.86377454,0.2945312,0.74857646,1.6409501,-1.0,1.2791831,0.48681226,0.0,0.2161937,-0.44637597,2.3347,0.0,-0.013256663,generated,1,season_warp,growth_progression_20260308_202542,flowering,3.0,44.213,flowering,3.0,49.769,265.0,1271,18791,train
2026-09-18 11:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.4,0.38787878,0.375,-0.04347826,southwest_monsoon,79.4583,unripe,0.33333334,371.0,15.4583,768,32,-0.014190317,73.573,16.5417,397.0,False,1.9189891,-1.6899968,-0.7551545,-0.9270515,1.884678,0.0,2.8196497,1.1370705,0.0,0.67364097,-1.0703733,4.1776,0.0,0.49150106,generated,1,season_warp,growth_progression_20260308_202542,unripe,4.0,51.432,unripe,4.0,54.557,397.0,1907,19427,train
2026-10-14 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.6,0.54545456,0.5416667,1.0,northeast_monsoon,105.9583,ripe,0.6666667,239.0,9.9583,288,12,0.6918441,98.11,2.0417,49.0,False,0.7331989,0.17277485,-0.6625431,-0.59907204,1.1324828,0.0,0.11583954,1.0986416,0.0,-0.0076791923,0.27977198,1.4034,0.0,0.97363627,generated,1,season_warp,growth_progression_20260308_202542,ripe,5.0,91.319,ripe,5.0,99.653,49.0,2543,20063,train
2027-07-05 00:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,0.0,-0.06666667,-0.083333336,-1.0,southwest_monsoon,0.0,seedling,-1.0,0.0,0.0,288,12,-0.99767905,0.0,12.0,288.0,False,0.061046306,-0.5331422,0.55127424,0.64386207,-0.061699815,-1.0,0.2547953,-0.3759532,0.0,-0.10902867,-0.5748433,1.6433,-1.0,-0.99979067,generated,4,duration_shift,growth_progression_20260308_202542,seedling,0.0,8.333,seedling,0.0,16.667,288.0,0,26376,train
2027-08-01 05:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,0.2,0.096969694,0.041666668,-0.5652174,southwest_monsoon,27.2083,early_vegetative,-0.6666667,365.0,15.2083,624,26,0.19320819,24.512,10.7917,259.0,False,-0.39691138,-0.24133997,0.5303184,-0.08814487,-0.04416266,0.0,-0.021920903,-0.8409544,0.0,0.7796164,-0.8491914,1.255,-1.0,-0.4824832,generated,4,duration_shift,growth_progression_20260308_202542,early_vegetative,1.0,62.34,early_vegetative,1.0,66.186,259.0,653,27029,train
2027-08-28 11:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,0.2,0.26060605,0.20833333,-0.04347826,southwest_monsoon,54.4583,flowering,0.0,155.0,6.4583,480,20,-0.34024188,49.062,13.5417,325.0,False,-0.15249577,-1.118355,0.9188805,-0.56341326,-0.029747134,0.0,0.7424852,-1.1558477,0.0,0.5726351,-1.0309116,1.924,-1.0,0.025032608,generated,4,duration_shift,growth_progression_20260308_202542,flowering,3.0,37.292,flowering,3.0,42.292,325.0,1307,27683,train
2027-09-24 17:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,0.4,0.42424244,0.375,0.47826087,southwest_monsoon,81.7083,unripe,0.33333334,329.0,13.7083,792,33,-0.15196058,73.611,19.2917,463.0,False,0.929749,-0.4779797,-0.62238896,-0.7968081,0.8882824,0.0,0.78342485,1.104354,0.0,-0.28764588,0.30950487,2.0699,0.0,0.53495294,generated,4,duration_shift,growth_progression_20260308_202542,unripe,4.0,44.571,unripe,4.0,47.601,463.0,1961,28337,train
2027-10-21 23:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,0.6,0.58787876,0.5416667,1.0,northeast_monsoon,108.9583,ripe,0.6666667,191.0,7.9583,240,10,0.622562,98.161,2.0417,49.0,False,-0.96419376,1.346629,0.04873927,0.39314756,-0.061699815,-1.0,-1.0188165,-0.054254245,1.0,-0.6029818,0.93161106,0.2448,-1.0,1.0307732,generated,4,duration_shift,growth_progression_20260308_202542,ripe,5.0,89.583,ripe,5.0,99.583,49.0,2615,28991,train
2026-07-10 00:00:00,7,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.0,-0.036363635,-0.041666668,-1.0,southwest_monsoon,0.0,seedling,-1.0,0.0,0.0,288,12,-0.99767905,0.0,12.0,288.0,False,-0.0042527937,-0.68604386,0.5702021,0.4746832,-0.061699815,-1.0,0.37841114,-0.41542077,0.0,-0.19893205,-0.7381776,1.7161,-1.0,-0.99979067,generated,4,parameter_jitter,growth_progression_20260308_202542,seedling,0.0,8.333,seedling,0.0,16.667,288.0,0,17736,test
2026-08-07 05:00:00,7,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.2,0.13333334,0.125,-0.5652174,southwest_monsoon,28.2083,early_vegetative,-0.6666667,389.0,16.2083,528,22,0.50225985,24.529,5.7917,139.0,False,0.24853402,0.117693365,0.10660447,0.38309205,0.5410196,-1.0,0.18198049,0.012600104,0.0,0.017671393,-0.1998495,1.2582,0.0,-0.465934,generated,4,parameter_jitter,growth_progression_20260308_202542,early_vegetative,1.0,78.22,early_vegetative,1.0,82.765,139.0,677,18413,test
2026-09-04 11:00:00,7,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.4,0.3030303,0.29166666,-0.04347826,southwest_monsoon,56.4583,flowering,0.0,251.0,10.4583,432,18,0.18522741,49.094,7.5417,181.0,False,1.0291857,-0.8552779,-0.45122692,-0.76493007,0.4091194,0.0,0.9229783,0.40845108,0.0,0.3790296,-0.56275034,2.4786,0.0,0.061936714,generated,4,parameter_jitter,growth_progression_20260308_202542,flowering,3.0,63.657,flowering,3.0,69.213,181.0,1355,19091,test
2026-10-02 17:00:00,7,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.6,0.47272727,0.45833334,0.47826087,northeast_monsoon,84.7083,unripe,0.33333334,497.0,20.7083,888,37,0.14178102,73.659,16.2917,391.0,False,0.20481569,-0.76742554,1.9386872,0.64300746,0.009693161,-1.0,0.34304965,-0.13687922,0.0,0.50964195,-0.95429194,1.8853,0.0,0.5890357,generated,4,parameter_jitter,growth_progression_20260308_202542,unripe,4.0,58.671,unripe,4.0,61.374,391.0,2033,19769,test
2026-10-30 23:00:00,7,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,0.6,0.6424242,0.625,1.0,northeast_monsoon,112.9583,ripe,0.6666667,287.0,11.9583,336,14,0.7413372,98.225,2.0417,49.0,False,-0.7971924,1.0035603,-1.2678294,0.13838531,0.05530351,-1.0,-0.8667122,0.16202477,1.0,-0.6767602,1.0231737,0.442,0.0,1.0971972,generated,4,parameter_jitter,growth_progression_20260308_202542,ripe,5.0,92.56,ripe,5.0,99.702,49.0,2711,20447,test
2028-07-01 00:00:00,8,kharif_2028,Kharif (Jul-Oct 2028),synthetic,2028,0.0,-0.084848486,-0.125,-1.0,southwest_monsoon,0.0,seedling,-1.0,0.0,0.0,384,16,-0.99767905,0.0,16.0,384.0,False,-0.20940448,0.14106372,0.4003921,0.6901546,-0.061699815,-1.0,-0.38181135,0.033481836,0.0,-0.48138356,0.14536476,1.0825,-1.0,-0.99983126,generated,1,duration_shift,growth_progression_20260308_202542,seedling,0.0,6.25,seedling,0.0,12.5,384.0,0,35064,train
2028-07-30 11:00:00,8,kharif_2028,Kharif (Jul-Oct 2028),synthetic,2028,0.0,0.09090909,0.041666668,-0.04347826,southwest_monsoon,29.4583,early_vegetative,-0.6666667,323.0,13.4583,672,28,-0.019117229,24.549,14.5417,349.0,False,1.2341069,-0.84296626,0.62887853,-0.42946586,1.249753,0.0,1.4922487,0.8776068,0.0,0.3385321,-0.5123343,2.6161,0.0,-0.446059,generated,1,duration_shift,growth_progression_20260308_202542,early_vegetative,1.0,51.637,early_vegetative,1.0,55.208,349.0,707,35771,train
2028-08-28 23:00:00,8,kharif_2028,Kharif (Jul-Oct 2028),synthetic,2028,0.2,0.26666668,0.25,1.0,southwest_monsoon,58.9583,flowering,0.0,71.0,2.9583,456,19,-0.6806873,49.132,16.0417,385.0,False,0.07851828,0.54794115,0.06780234,0.7283122,0.6662344,-1.0,-0.3548171,0.6590592,0.0,-0.30480182,0.54816025,0.8952,0.0,0.09775783,generated,1,duration_shift,growth_progression_20260308_202542,flowering,3.0,20.833,flowering,3.0,26.096,385.0,1415,36479,train
2028-09-27 11:00:00,8,kharif_2028,Kharif (Jul-Oct 2028),synthetic,2028,0.4,0.44848484,0.41666666,-0.04347826,southwest_monsoon,88.4583,unripe,0.33333334,323.0,13.4583,816,34,-0.19180341,73.715,20.5417,493.0,False,0.93927217,-1.0057671,-0.82775635,0.4170927,0.97725916,-1.0,1.3019938,0.6014978,0.0,0.9347599,-1.1316437,2.5509,0.0,0.6553759,generated,1,duration_shift,growth_progression_20260308_202542,unripe,4.0,42.525,unripe,4.0,45.466,493.0,2123,37187,train
2028-10-26 23:00:00,8,kharif_2028,Kharif (Jul-Oct 2028),synthetic,2028,0.6,0.6242424,0.5833333,1.0,northeast_monsoon,117.9583,ripe,0.6666667,215.0,8.9583,264,11,0.66034853,98.299,2.0417,49.0,False,-0.47935608,0.59755564,-0.64348,-0.18859091,-0.061699815,0.0,-0.49178064,0.018531172,0.0,-0.25827727,0.32450116,0.7275,-1.0,1.1957359,generated,1,duration_shift,growth_progression_20260308_202542,ripe,5.0,90.53,ripe,5.0,99.621,49.0,2831,37895,train
2026-11-05 00:00:00,9,rabi_2026,Rabi (Nov-Feb 2026),synthetic,2026,0.8,0.6787879,0.6666667,-1.0,northeast_monsoon,0.0,seedling,-1.0,0.0,0.0,360,15,-0.99767905,0.0,15.0,360.0,False,-0.7123285,0.42307895,0.19272628,0.84216946,-0.04258928,-1.0,-0.62007815,-0.58490723,0.0,-1.1738062,0.44662234,0.7736,-1.0,-0.99993646,generated,2,season_warp,growth_progression_20260308_202542,seedling,0.0,6.667,seedling,0.0,13.333,360.0,0,20568,train
2026-12-05 11:00:00,9,rabi_2026,Rabi (Nov-Feb 2026),synthetic,2026,1.0,0.8606061,0.8333333,-0.04347826,dry_winter,30.4583,early_vegetative,-0.6666667,371.0,15.4583,600,25,0.26118734,24.563,9.5417,229.0,False,-1.0313745,0.6328574,-0.9356452,-0.78991556,-0.061699815,0.0,-0.6556389,-0.9197256,0.0,-0.6407037,0.6923297,0.5962,-1.0,-0.49020374,generated,2,season_warp,growth_progression_20260308_202542,early_vegetative,1.0,65.833,early_vegetative,1.0,69.833,229.0,731,21299,train
2027-01-04 23:00:00,9,rabi_2026,Rabi (Nov-Feb 2026),synthetic,2027,-1.2,-1.1696969,-1.1666666,1.0,dry_winter,60.9583,flowering,0.0,239.0,9.9583,480,20,0.016042998,49.16,10.0417,241.0,False,-1.1283343,0.5624346,-0.26695058,0.7480261,-0.061699815,-1.0,-0.64428335,-1.1553011,0.0,-0.78146684,0.19935007,0.6126,-1.0,0.015611236,generated,2,season_warp,growth_progression_20260308_202542,flowering,3.0,54.792,flowering,3.0,59.792,241.0,1463,22031,train
2027-02-04 11:00:00,9,rabi_2026,Rabi (Nov-Feb 2026),synthetic,2027,-1.0,-0.9818182,-1.0,-0.04347826,dry_winter,91.4583,unripe,0.33333334,491.0,20.4583,912,38,0.09841606,73.757,17.5417,421.0,False,-0.8574995,0.25524747,-0.38362738,0.5831876,-0.061699815,-1.0,-0.6050371,-0.9834914,0.0,-0.9173132,0.019001735,0.8283,-1.0,0.50641733,generated,2,season_warp,growth_progression_20260308_202542,unripe,4.0,56.469,unripe,4.0,59.101,421.0,2195,22763,train
2027-03-06 23:00:00,9,rabi_2026,Rabi (Nov-Feb 2026),synthetic,2027,-0.8,-0.8,-0.8333333,1.0,summer,121.9583,ripe,0.6666667,311.0,12.9583,360,15,0.7611263,98.353,2.0417,49.0,False,-0.8600723,0.32232895,0.38660178,0.64315844,-0.061699815,-1.0,-0.43799132,-0.8327548,0.0,-0.3774171,-0.18262242,0.7923,-1.0,1.0248631,generated,2,season_warp,growth_progression_20260308_202542,ripe,5.0,93.056,ripe,5.0,99.722,49.0,2927,23495,train
2027-11-08 00:00:00,10,rabi_2027,Rabi (Nov-Feb 2027),synthetic,2027,0.8,0.6969697,0.6666667,-1.0,northeast_monsoon,0.0,seedling,-1.0,0.0,0.0,360,15,-0.99767905,0.0,15.0,360.0,False,-0.8963794,0.6821602,0.17041844,0.3845899,-0.026402958,-1.0,-0.6769554,-0.52977836,0.0,-1.4272063,0.7233811,0.5961,-1.0,-0.999975,generated,2,duration_shift,growth_progression_20260308_202542,seedling,0.0,6.667,seedling,0.0,13.333,360.0,0,29400,val
2027-12-06 17:00:00,10,rabi_2027,Rabi (Nov-Feb 2027),synthetic,2027,1.0,0.8666667,0.8333333,0.47826087,dry_winter,28.7083,early_vegetative,-0.6666667,329.0,13.7083,624,26,0.075735986,24.537,12.2917,295.0,False,-0.44462332,1.1477472,-0.60008115,0.4660071,0.2725427,-1.0,-0.769991,0.567934,0.0,-0.59573877,0.8603787,0.4061,0.0,-0.52125615,generated,2,duration_shift,growth_progression_20260308_202542,early_vegetative,1.0,56.571,early_vegetative,1.0,60.417,295.0,689,30089,val
2028-01-04 11:00:00,10,rabi_2027,Rabi (Nov-Feb 2027),synthetic,2028,-1.2,-1.1696969,-1.1666666,-0.04347826,dry_winter,57.4583,flowering,0.0,107.0,4.4583,480,20,-0.5438332,49.11,15.5417,373.0,False,-1.0846735,0.7949102,0.2058406,-0.47330374,-0.023841035,0.0,-0.70185786,-0.69811684,0.0,-0.87824315,0.6888403,0.5068,0.0,-0.04285292,generated,2,duration_shift,growth_progression_20260308_202542,flowering,3.0,27.292,flowering,3.0,32.292,373.0,1379,30779,val
2028-02-02 05:00:00,10,rabi_2027,Rabi (Nov-Feb 2027),synthetic,2028,-1.0,-0.9939394,-1.0,-0.5652174,dry_winter,86.2083,unripe,0.33333334,317.0,13.2083,768,32,-0.1573354,73.682,18.7917,451.0,False,-0.20859808,0.2655519,0.028729804,0.6753036,0.8430396,-1.0,-0.48789588,0.18861891,0.0,-0.88622636,0.57758015,1.0028,0.0,0.42049962,generated,2,duration_shift,growth_progression_20260308_202542,unripe,4.0,44.401,unripe,4.0,47.526,451.0,2069,31469,val
