timestamp,cycle_id,cycle_label,season_window,real_or_synthetic_flag,year,month,day_of_year,week_of_year,hour,season_label,days_from_cycle_start,stage_name,stage_index,hours_in_current_stage,days_in_current_stage,stage_duration_hours,stage_duration_days,stage_progress_pct,total_cycle_progress_pct,estimated_days_to_next_stage,estimated_hours_to_next_stage,is_stage_transition,indoor_temp,indoor_humidity,indoor_air_velocity,indoor_CO2,solarradiation,day_night_flag,vpd,dew_point,leaf_wetness_proxy,temperature_rolling_mean_24h,humidity_rolling_mean_24h,vpd_proxy,light_period_flag,cumulative_gdd_like_index,cycle_origin_type,prototype_cycle_id,augmentation_method,run_id,target_stage_24h,target_stage_index_24h,target_stage_progress_24h,target_stage_48h,target_stage_index_48h,target_stage_progress_48h,target_hours_to_next_stage
2024-11-10 00:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2024,11,315,45,0,northeast_monsoon,0.0,seedling,0,0.0,0.0,288,12,0.0,0.0,12.0,288.0,False,26.2022225211328,80.02962913144535,2.23,440.0,0.0,0.0,0.6793586337253781,22.208148347421865,0.0,26.2022,80.0296,0.6794,0,0.6751,original,2,original,growth_progression_20260308_202542,seedling,0.0,8.333,seedling,0.0,16.667,288.0
2024-11-22 02:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2024,11,327,47,2,northeast_monsoon,12.0833,early_vegetative,1,2.0,0.0833,624,26,0.321,11.086,25.9167,622.0,False,23.97867965644036,81.53553390593274,1.84,400.0,0.0,1.0,0.5502597595524117,20.285786437626907,0.0,26.5641,86.6992,0.5503,0,211.6957,original,2,original,growth_progression_20260308_202542,early_vegetative,1.0,4.167,early_vegetative,1.0,8.013,622.0
2024-12-04 05:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2024,12,339,49,5,dry_cool,24.2083,early_vegetative,1,293.0,12.2083,624,26,46.955,22.209,13.7917,331.0,False,27.8,79.0,1.66,400.0,0.0,1.0,0.784588337559013,23.6,0.0,28.9733,84.0509,0.7846,0,417.2961,original,2,original,growth_progression_20260308_202542,early_vegetative,1.0,50.801,early_vegetative,1.0,54.647,331.0
2024-12-16 07:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2024,12,351,51,7,dry_cool,36.2917,early_vegetative,1,583.0,24.2917,624,26,93.429,33.295,1.7083,41.0,False,27.857630466879325,70.82118476656035,2.7300000000000004,397.6059238328017,47.881523343966336,1.0,1.0938289167527715,22.021867420191395,0.0,26.7805,77.0181,1.0938,1,620.6939,original,2,original,growth_progression_20260308_202542,early_vegetative,1.0,97.276,flowering_initiation,2.0,3.241,41.0
2024-12-28 10:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2024,12,363,52,10,dry_cool,48.4167,flowering,3,34.0,1.4167,336,14,10.119,44.419,12.5833,302.0,False,31.986024068762514,71.72624757360701,2.23,392.2793835252617,154.4123294947654,1.0,1.343292064185257,26.33127358348392,0.0,27.5116,81.7588,1.3433,1,835.4885,original,2,original,growth_progression_20260308_202542,flowering,3.0,17.262,flowering,3.0,24.405,302.0
2025-01-09 12:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2025,1,9,2,12,dry_cool,60.5,flowering,3,324.0,13.5,336,14,96.429,55.505,0.5,12.0,False,31.771777478867204,64.73337086855467,2.23,391.315,173.7,1.0,1.6553440665211805,24.71845165257814,0.0,26.9263,75.6806,1.6553,1,1037.3539,original,2,original,growth_progression_20260308_202542,unripe,4.0,1.515,unripe,4.0,4.545,12.0
2025-01-21 15:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2025,1,21,4,15,dry_cool,72.625,unripe,4,279.0,11.625,792,33,35.227,66.628,21.375,513.0,False,28.3,72.0,2.23,440.0,186.181215486418,0.0,1.0770091842687934,22.700000000000003,0.0,27.2555,73.6202,1.077,1,1241.0059,original,2,original,growth_progression_20260308_202542,unripe,4.0,38.258,unripe,4.0,41.288,513.0
2025-02-02 17:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2025,2,33,5,17,dry_cool,84.7083,unripe,4,569.0,23.7083,792,33,71.843,77.714,9.2917,223.0,False,28.9,75.6,1.84,440.0,63.25537462305614,0.0,0.9717512684213516,24.02,0.0,29.0628,74.379,0.9718,1,1447.4634,original,2,original,growth_progression_20260308_202542,unripe,4.0,74.874,unripe,4.0,77.904,223.0
2025-02-14 20:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2025,2,45,7,20,dry_cool,96.8333,ripe,5,68.0,2.8333,360,15,18.889,88.838,12.1667,292.0,False,25.97867965644036,69.63553390593273,1.84,440.0,0.0,0.0,1.0193975706420964,19.905786437626908,0.0,28.4873,63.9855,1.0194,0,1660.4811,original,2,original,growth_progression_20260308_202542,ripe,5.0,25.556,ripe,5.0,32.222,292.0
2025-02-26 23:00:00,2,rabi_2024,Rabi (Oct–Nov 2024),synthetic,2025,2,57,9,23,dry_cool,108.9583,ripe,5,359.0,14.9583,360,15,99.722,99.962,0.0417,1.0,False,26.0,78.9,2.59,440.0,0.0,0.0,0.7092638038351406,21.78,0.0,29.1459,71.375,0.7093,0,1877.5323,original,2,original,growth_progression_20260308_202542,,,,,,,1.0
2025-03-05 00:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,3,64,10,0,summer,0.0,seedling,0,0.0,0.0,408,17,0.0,0.0,17.0,408.0,False,26.802222521132794,74.52962913144535,1.4800000000000002,440.0,0.0,0.0,0.8976216575280476,21.70814834742186,0.0,26.8022,74.5296,0.8976,0,0.7001,original,3,original,growth_progression_20260308_202542,seedling,0.0,5.882,seedling,0.0,11.765,408.0
2025-03-17 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,3,76,12,23,summer,12.9583,seedling,0,311.0,12.9583,408,17,76.225,11.075,4.0417,97.0,False,28.3,80.9,1.84,440.0,0.0,0.0,0.7346741221262123,24.48,0.0,31.4038,73.1731,0.7347,0,239.8403,original,3,original,growth_progression_20260308_202542,seedling,0.0,82.108,seedling,0.0,87.99,97.0
2025-03-30 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,3,89,13,23,summer,25.9583,early_vegetative,1,215.0,8.9583,624,26,34.455,22.187,17.0417,409.0,False,28.5,59.2,2.23,440.0,0.0,0.0,1.587682848723568,20.34,0.0,31.9061,51.3219,1.5877,0,490.5011,original,3,original,growth_progression_20260308_202542,early_vegetative,1.0,38.301,early_vegetative,1.0,42.147,409.0
2025-04-12 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,4,102,15,23,summer,38.9583,early_vegetative,1,527.0,21.9583,624,26,84.455,33.298,4.0417,97.0,False,27.7,79.3,2.23,440.0,0.0,0.0,0.7688814998538231,23.56,0.0,30.7956,71.5772,0.7689,0,738.8526,original,3,original,growth_progression_20260308_202542,early_vegetative,1.0,88.301,early_vegetative,1.0,92.147,97.0
2025-04-25 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,4,115,17,23,summer,51.9583,flowering_initiation,2,215.0,8.9583,288,12,74.653,44.409,3.0417,73.0,False,30.0,76.9,1.66,440.0,0.0,0.0,0.980148028573332,25.380000000000003,0.0,33.2095,69.1202,0.9801,0,996.6203,original,3,original,growth_progression_20260308_202542,flowering_initiation,2.0,82.986,flowering_initiation,2.0,91.319,73.0
2025-05-08 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,5,128,19,23,summer,64.9583,flowering,3,239.0,9.9583,456,19,52.412,55.52,9.0417,217.0,False,28.6,74.7,1.4800000000000002,440.0,0.0,0.0,0.9902443525660004,23.540000000000003,0.0,31.9802,66.612,0.9902,0,1250.7429,original,3,original,growth_progression_20260308_202542,flowering,3.0,57.675,flowering,3.0,62.939,217.0
2025-05-21 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,5,141,21,23,summer,77.9583,unripe,4,95.0,3.9583,792,33,11.995,66.631,29.0417,697.0,False,29.3,69.1,2.95,440.0,0.0,0.0,1.259375604580144,23.12,0.0,32.5692,61.0675,1.2594,0,1503.4063,original,3,original,growth_progression_20260308_202542,unripe,4.0,15.025,unripe,4.0,18.056,697.0
2025-06-03 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,6,154,23,23,southwest_monsoon,90.9583,unripe,4,407.0,16.9583,792,33,51.389,77.742,16.0417,385.0,False,29.5,66.4,3.35,440.0,0.0,0.0,1.3852895177120763,22.78,0.0,32.789,58.3576,1.3853,0,1754.6367,original,3,original,growth_progression_20260308_202542,unripe,4.0,54.419,unripe,4.0,57.449,385.0
2025-06-16 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,6,167,25,23,southwest_monsoon,103.9583,unripe,4,719.0,29.9583,792,33,90.783,88.853,3.0417,73.0,False,28.5,68.5,3.17,440.0,0.0,0.0,1.2257845523233426,22.2,0.0,31.1634,60.7704,1.2258,0,2011.9115,original,3,original,growth_progression_20260308_202542,unripe,4.0,93.813,unripe,4.0,96.843,73.0
2025-06-29 23:00:00,3,summer_2025,Summer (Feb–Mar 2025),synthetic,2025,6,180,26,23,southwest_monsoon,116.9583,ripe,5,239.0,9.9583,240,10,99.583,99.964,0.0417,1.0,False,30.1,60.1,2.95,440.0,0.0,0.0,1.7027177787117616,22.12,0.0,33.4008,52.0517,1.7027,0,2270.187,original,3,original,growth_progression_20260308_202542,,,,,,,1.0
2025-07-01 00:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,7,182,27,0,southwest_monsoon,0.0,seedling,0,0.0,0.0,408,17,0.0,0.0,17.0,408.0,False,30.0022225211328,63.02962913144535,2.59,440.0,0.0,0.0,1.5688768725901665,22.608148347421864,0.0,30.0022,63.0296,1.5689,0,0.8333,original,4,original,growth_progression_20260308_202542,seedling,0.0,5.882,seedling,0.0,11.765,408.0
2025-07-13 13:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,7,194,28,13,southwest_monsoon,12.5417,seedling,0,301.0,12.5417,408,17,73.775,11.099,4.4583,107.0,False,39.29156315525007,43.92312950912944,2.77,388.7662826402581,224.67434719483728,1.0,3.982378144045815,28.07618905707596,0.0,34.2411,52.3065,3.9824,1,250.2624,original,4,original,growth_progression_20260308_202542,seedling,0.0,79.657,seedling,0.0,85.539,107.0
2025-07-26 02:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,7,207,30,2,southwest_monsoon,25.0833,early_vegetative,1,194.0,8.0833,576,24,33.681,22.198,15.9167,382.0,False,26.77867965644036,62.23553390593273,2.95,400.0,0.0,1.0,1.3290478133376826,19.2257864376269,0.0,31.6733,54.5592,1.329,0,496.3138,original,4,original,growth_progression_20260308_202542,early_vegetative,1.0,37.847,early_vegetative,1.0,42.014,382.0
2025-08-07 15:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,8,219,32,15,southwest_monsoon,37.625,early_vegetative,1,495.0,20.625,576,24,85.938,33.296,3.375,81.0,False,33.4,66.2,2.59,440.0,162.63455967290594,0.0,1.7387100323115914,26.64,0.0,31.7964,67.6039,1.7387,1,740.3722,original,4,original,growth_progression_20260308_202542,early_vegetative,1.0,90.104,early_vegetative,1.0,94.271,81.0
2025-08-20 04:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,8,232,34,4,southwest_monsoon,50.1667,flowering_initiation,2,220.0,9.1667,264,11,83.333,44.395,1.8333,44.0,False,30.123542864692435,53.0940952255126,2.23,400.0,0.0,1.0,2.004394760671657,20.74236190979496,0.0,33.2793,48.7083,2.0044,0,981.4525,original,4,original,growth_progression_20260308_202542,flowering_initiation,2.0,92.424,flowering,3.0,1.042,44.0
2025-09-01 18:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,9,244,36,18,southwest_monsoon,62.75,flowering,3,258.0,10.75,384,16,67.188,55.531,5.25,126.0,False,31.52354286469244,65.5940952255126,2.41,440.0,2.6415631457608407e-14,0.0,1.5923893966666545,24.64236190979496,0.0,32.3642,61.6971,1.5924,0,1229.2292,original,4,original,growth_progression_20260308_202542,flowering,3.0,73.438,flowering,3.0,79.688,126.0
2025-09-14 07:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,9,257,37,7,southwest_monsoon,75.2917,unripe,4,175.0,7.2917,720,30,24.306,66.63,22.7083,545.0,False,33.354658882066595,53.82267055896671,1.66,396.61335279483353,67.73294410332967,1.0,2.369396963382927,24.119192993859937,0.0,32.1116,61.8026,2.3694,1,1472.4065,original,4,original,growth_progression_20260308_202542,unripe,4.0,27.639,unripe,4.0,30.972,545.0
2025-09-26 20:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,9,269,39,20,southwest_monsoon,87.8333,unripe,4,476.0,19.8333,720,30,66.111,77.729,10.1667,244.0,False,27.87867965644036,80.73553390593274,2.95,440.0,0.0,0.0,0.7230553219678697,24.025786437626905,0.0,29.8824,74.3713,0.7231,0,1712.5128,original,4,original,growth_progression_20260308_202542,unripe,4.0,69.444,unripe,4.0,72.778,244.0
2025-10-09 09:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,10,282,41,9,northeast_monsoon,100.375,ripe,5,57.0,2.375,360,15,15.833,88.827,12.625,303.0,False,35.00450752018161,65.71665732666365,2.0500000000000003,391.73392172792927,165.32156544141483,1.0,1.92812336914494,28.14783898551434,0.0,30.4029,74.9777,1.9281,1,1950.4354,original,4,original,growth_progression_20260308_202542,ripe,5.0,22.5,ripe,5.0,29.167,303.0
2025-10-21 23:00:00,4,kharif_2025,Kharif (Jun–Jul 2025),synthetic,2025,10,294,43,23,northeast_monsoon,112.9583,ripe,5,359.0,14.9583,360,15,99.722,99.963,0.0417,1.0,False,22.8,100.0,1.12,440.0,0.0,0.0,0.0,22.8,1.0,25.1639,95.3253,0.0,0,2174.2776,original,4,original,growth_progression_20260308_202542,,,,,,,1.0
2026-07-01 00:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,7,182,27,0,southwest_monsoon,0.0,seedling,0,0.0,0.0,408,17,0.0,0.0,17.0,408.0,False,29.5605,75.7853,2.3361,450.205,0.0,0.0,1.0206,23.525,0.0,29.5605,75.7853,1.0018,0,0.815,generated,1,season_warp,growth_progression_20260308_202542,seedling,0.0,5.882,seedling,0.0,11.765,408.0
2026-07-12 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,7,193,28,23,southwest_monsoon,11.9583,seedling,0,287.0,11.9583,408,17,70.343,11.073,5.0417,121.0,False,35.0995,68.7688,2.4162,389.6444,189.3889,1.0,1.6884,29.2529,0.0,29.5978,73.7315,1.7657,1,235.9923,generated,1,season_warp,growth_progression_20260308_202542,seedling,0.0,76.225,seedling,0.0,82.108,121.0
2026-07-24 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,7,205,30,23,southwest_monsoon,23.9583,early_vegetative,1,167.0,6.9583,504,21,33.135,22.184,14.0417,337.0,False,34.2794,52.4884,3.1187,439.0769,156.0857,0.0,2.4893,25.4526,0.0,33.6363,54.7232,2.5668,1,467.7138,generated,1,season_warp,growth_progression_20260308_202542,early_vegetative,1.0,37.897,early_vegetative,1.0,42.659,337.0
2026-08-05 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,8,217,32,23,southwest_monsoon,35.9583,early_vegetative,1,455.0,18.9583,504,21,90.278,33.295,2.0417,49.0,False,36.4479,68.2739,1.4567,392.0027,235.1089,1.0,1.7407,29.944,0.0,32.208,68.3345,1.9317,1,704.5022,generated,1,season_warp,growth_progression_20260308_202542,early_vegetative,1.0,95.04,early_vegetative,1.0,99.802,49.0
2026-08-17 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,8,229,34,23,southwest_monsoon,47.9583,flowering,3,47.0,1.9583,432,18,10.88,44.406,16.0417,385.0,False,27.1137,90.4269,1.4538,451.5217,4.4518,0.0,0.3747,24.7637,1.0,30.1603,81.9447,0.3436,0,929.7735,generated,1,season_warp,growth_progression_20260308_202542,flowering,3.0,16.435,flowering,3.0,21.991,385.0
2026-08-29 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,8,241,35,23,southwest_monsoon,59.9583,flowering,3,335.0,13.9583,432,18,77.546,55.517,4.0417,97.0,False,29.8785,67.4893,1.5671,403.8884,1.6336,1.0,1.3176,23.5406,0.0,31.6057,69.2247,1.3699,0,1159.7988,generated,1,season_warp,growth_progression_20260308_202542,flowering,3.0,83.102,flowering,3.0,88.657,97.0
2026-09-10 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,9,253,37,23,southwest_monsoon,71.9583,unripe,4,191.0,7.9583,768,32,24.87,66.628,24.0417,577.0,False,30.6387,63.7705,2.897,458.7975,0.5866,0.0,1.6745,24.2955,0.0,34.0992,55.6565,1.5945,0,1397.9798,generated,1,season_warp,growth_progression_20260308_202542,unripe,4.0,27.995,unripe,4.0,31.12,577.0
2026-09-22 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,9,265,39,23,southwest_monsoon,83.9583,unripe,4,479.0,19.9583,768,32,62.37,77.739,12.0417,289.0,False,30.0334,63.0017,2.997,439.4495,4.6374,0.0,1.7003,23.4498,0.0,33.6896,54.0207,1.5729,0,1637.2437,generated,1,season_warp,growth_progression_20260308_202542,unripe,4.0,65.495,unripe,4.0,68.62,289.0
2026-10-04 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,10,277,40,23,northeast_monsoon,95.9583,unripe,4,767.0,31.9583,768,32,99.87,88.85,0.0417,1.0,False,25.5311,92.0354,1.5797,448.3746,1.696,0.0,0.2912,24.2201,1.0,28.398,85.1948,0.2604,0,1867.0607,generated,1,season_warp,growth_progression_20260308_202542,ripe,5.0,7.986,ripe,5.0,16.319,1.0
2026-10-16 23:00:00,5,kharif_2026,Kharif (Jul-Oct 2026),synthetic,2026,10,289,42,23,northeast_monsoon,107.9583,ripe,5,287.0,11.9583,288,12,99.653,99.961,0.0417,1.0,False,26.2156,93.014,1.349,465.1422,2.5062,0.0,0.3359,24.2216,1.0,29.0986,84.6561,0.2378,0,2084.3339,generated,1,season_warp,growth_progression_20260308_202542,,,,,,,1.0
2027-07-05 00:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,7,186,27,0,southwest_monsoon,0.0,seedling,0,0.0,0.0,288,12,0.0,0.0,12.0,288.0,False,30.3981,62.1431,2.5444,444.0303,0.0,0.0,1.5194,23.0205,0.0,30.3981,62.1431,1.6433,0,0.8333,generated,4,duration_shift,growth_progression_20260308_202542,seedling,0.0,8.333,seedling,0.0,16.667,288.0
2027-07-17 07:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,7,198,28,7,southwest_monsoon,12.2917,early_vegetative,1,7.0,0.2917,624,26,1.122,11.074,25.7083,617.0,False,32.2072,55.8803,2.5066,387.0527,14.7174,1.0,2.3454,23.6849,0.0,32.23,57.792,2.1225,1,245.1812,generated,4,duration_shift,growth_progression_20260308_202542,early_vegetative,1.0,4.968,early_vegetative,1.0,8.814,617.0
2027-07-29 15:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,7,210,30,15,southwest_monsoon,24.625,early_vegetative,1,303.0,12.625,624,26,48.558,22.185,13.375,321.0,False,34.9545,48.0441,2.6036,448.381,167.5842,0.0,2.9155,25.8268,0.0,34.1973,48.9581,2.914,1,485.866,generated,4,duration_shift,growth_progression_20260308_202542,early_vegetative,1.0,52.404,early_vegetative,1.0,56.25,321.0
2027-08-10 23:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,8,222,32,23,southwest_monsoon,36.9583,early_vegetative,1,599.0,24.9583,624,26,95.994,33.296,1.0417,25.0,False,25.4088,81.3884,1.1258,399.5042,0.0,1.0,0.4823,22.4709,0.0,30.3017,75.835,0.6041,0,723.9994,generated,4,duration_shift,growth_progression_20260308_202542,early_vegetative,1.0,99.84,flowering_initiation,2.0,9.583,25.0
2027-08-23 07:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,8,235,34,7,southwest_monsoon,49.2917,flowering,3,31.0,1.2917,480,20,6.458,44.407,18.7083,449.0,False,27.8363,66.8531,1.7899,423.5667,0.0,1.0,1.2694,20.9634,0.0,32.2769,64.6561,1.241,0,962.7433,generated,4,duration_shift,growth_progression_20260308_202542,flowering,3.0,11.458,flowering,3.0,16.458,449.0
2027-09-04 15:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,9,247,35,15,southwest_monsoon,61.625,flowering,3,327.0,13.625,480,20,68.125,55.518,6.375,153.0,False,29.5571,69.0651,2.3777,441.2033,5.2092,0.0,1.2902,23.3376,0.0,33.1129,60.2461,1.2796,1,1205.3208,generated,4,duration_shift,growth_progression_20260308_202542,flowering,3.0,73.125,flowering,3.0,78.125,153.0
2027-09-16 23:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,9,259,37,23,southwest_monsoon,73.9583,unripe,4,143.0,5.9583,792,33,18.056,66.629,27.0417,649.0,False,35.6526,62.3489,1.866,407.8585,184.4447,1.0,2.247,28.6305,0.0,29.822,74.65,2.1946,1,1444.4295,generated,4,duration_shift,growth_progression_20260308_202542,unripe,4.0,21.086,unripe,4.0,24.116,649.0
2027-09-29 07:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,9,272,39,7,southwest_monsoon,86.2917,unripe,4,439.0,18.2917,792,33,55.429,77.74,14.7083,353.0,False,33.152,59.693,3.561,435.4616,131.6354,0.0,2.1362,24.8908,0.0,31.7718,58.6932,2.0449,1,1681.6881,generated,4,duration_shift,growth_progression_20260308_202542,unripe,4.0,58.46,unripe,4.0,61.49,353.0
2027-10-11 15:00:00,6,kharif_2027,Kharif (Jul-Oct 2027),synthetic,2027,10,284,41,15,northeast_monsoon,98.625,unripe,4,735.0,30.625,792,33,92.803,88.851,2.375,57.0,False,26.73,90.182,1.8905,428.8607,8.9218,0.0,0.4479,24.4705,1.0,29.0972,81.3686,0.3445,1,1918.8933,generated,4,duration_shift,growth_progression_20260308_202542,unripe,4.0,95.833,unripe,4.0,98.864,57.0
